CSD,BORO,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
16,K,09-12,GEN ED,ENGLISH,English 11,-,621,21,29.6
16,K,09-12,GEN ED,ENGLISH,English 12,-,553,20,27.7
16,K,09-12,GEN ED,ENGLISH,MS English Core,-,353,18,19.6
16,K,09-12,GEN ED,ENGLISH,Other English,-,285,12,23.8
21,K,07,GEN ED,-,-,-,1314,48,27.4
16,K,09-12,GEN ED,MATH,Integrated Algebra,-,987,40,24.7
16,K,09-12,GEN ED,MATH,Geometry,-,841,36,23.4
16,K,09-12,GEN ED,MATH,Math A,-,434,19,22.8
16,K,09-12,GEN ED,MATH,Other Math,-,266,11,24.2
16,K,09-12,GEN ED,SCIENCE,Earth Science,-,433,17,25.5
16,K,09-12,GEN ED,SCIENCE,Living Environment,-,1479,55,26.9
16,K,09-12,GEN ED,SCIENCE,Chemistry,-,131,6,21.8
16,K,09-12,GEN ED,SCIENCE,Physics,-,13,1,13
16,K,09-12,GEN ED,SCIENCE,Other Science,-,197,8,24.6
16,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,1075,42,25.6
16,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,873,31,28.2
16,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,66,2,33
16,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,295,12,24.6
16,K,09-12,CTT,ENGLISH,English 9,-,88,4,22
16,K,09-12,CTT,ENGLISH,English 10,-,250,9,27.8
16,K,09-12,CTT,ENGLISH,English 11,-,87,3,29
16,K,09-12,CTT,ENGLISH,English 12,-,102,5,20.4
16,K,09-12,CTT,ENGLISH,MS English Core,-,12,1,12
16,K,09-12,CTT,ENGLISH,Other English,-,182,7,26
16,K,09-12,CTT,MATH,Integrated Algebra,-,299,12,24.9
16,K,09-12,CTT,MATH,Geometry,-,195,6,32.5
16,K,09-12,CTT,MATH,Math A,-,93,5,18.6
16,K,09-12,CTT,SCIENCE,Earth Science,-,111,4,27.8
16,K,09-12,CTT,SCIENCE,Living Environment,-,427,16,26.7
16,K,09-12,CTT,SCIENCE,Other Science,-,28,1,28
16,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,328,13,25.2
16,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,151,5,30.2
16,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,30,1,30
16,K,09-12,SPEC ED,ENGLISH,English 9,-,130,9,14.4
16,K,09-12,SPEC ED,ENGLISH,English 10,-,22,2,11
16,K,09-12,SPEC ED,ENGLISH,English 11,-,66,5,13.2
16,K,09-12,SPEC ED,ENGLISH,English 12,-,17,2,8.5
16,K,09-12,SPEC ED,ENGLISH,MS English Core,-,21,2,10.5
16,K,09-12,SPEC ED,ENGLISH,Other English,-,27,3,9
16,K,09-12,SPEC ED,MATH,Integrated Algebra,-,194,16,12.1
16,K,09-12,SPEC ED,MATH,Math A,-,99,7,14.1
16,K,09-12,SPEC ED,MATH,Math B,-,11,1,11
16,K,09-12,SPEC ED,MATH,Other Math,-,11,1,11
16,K,09-12,SPEC ED,SCIENCE,Living Environment,-,157,12,13.1
16,K,09-12,SPEC ED,SCIENCE,Other Science,-,36,3,12
16,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,99,7,14.1
16,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,86,8,10.8
16,K,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,24,2,12
17,K,0K,GEN ED,-,-,-,1373,60,22.9
17,K,0K,CTT,-,-,-,241,13,18.5
17,K,0K,G&T,-,-,-,12,1,12
17,K,01,GEN ED,-,-,-,1592,72,22.1
17,K,01,CTT,-,-,-,193,10,19.3
17,K,01,G&T,-,-,-,23,1,23
17,K,02,GEN ED,-,-,-,1618,68,23.8
17,K,02,CTT,-,-,-,238,11,21.6
17,K,02,G&T,-,-,-,23,1,23
17,K,03,GEN ED,-,-,-,1516,65,23.3
17,K,03,CTT,-,-,-,271,11,24.6
17,K,03,G&T,-,-,-,42,2,21
17,K,04,GEN ED,-,-,-,1504,60,25.1
17,K,04,CTT,-,-,-,253,10,25.3
17,K,04,G&T,-,-,-,49,2,24.5
17,K,05,GEN ED,-,-,-,1384,54,25.6
17,K,05,CTT,-,-,-,254,11,23.1
17,K,05,G&T,-,-,-,52,2,26
17,K,06,GEN ED,-,-,-,1632,64,25.5
17,K,06,CTT,-,-,-,275,12,22.9
17,K,06,G&T,-,-,-,55,2,27.5
17,K,07,GEN ED,-,-,-,1580,61,25.9
17,K,07,CTT,-,-,-,340,15,22.7
17,K,07,G&T,-,-,-,30,1,30
17,K,08,GEN ED,-,-,-,1619,62,26.1
17,K,08,CTT,-,-,-,316,13,24.3
17,K,08,G&T,-,-,-,30,1,30
17,K,0K-09,SPEC ED,-,-,12:1,268,29,9.2
17,K,0K-09,SPEC ED,-,-,12:1:1,781,85,9.2
17,K,MS Core,GEN ED,ENGLISH,MS English Core,-,6418,248,25.9
17,K,MS Core,GEN ED,MATH,MS Math Core,-,4297,169,25.4
17,K,MS Core,GEN ED,MATH,Integrated Algebra,-,388,16,24.3
17,K,MS Core,GEN ED,MATH,Geometry,-,48,2,24
17,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,4290,170,25.2
17,K,MS Core,GEN ED,SCIENCE,Living Environment,-,558,20,27.9
17,K,MS Core,GEN ED,SCIENCE,Other Science,-,368,13,28.3
17,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,4517,177,25.5
17,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,338,12,28.2
18,K,09-12,CTT,MATH,Geometry,-,209,9,23.2
17,K,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,133,5,26.6
17,K,MS Core,CTT,ENGLISH,MS English Core,-,1018,43,23.7
17,K,MS Core,CTT,MATH,MS Math Core,-,970,41,23.7
17,K,MS Core,CTT,SCIENCE,MS Science Core,-,789,34,23.2
17,K,MS Core,CTT,SCIENCE,Other Science,-,111,4,27.8
17,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,798,34,23.5
17,K,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,25,1,25
17,K,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,31,1,31
17,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,316,28,11.3
17,K,MS Core,SPEC ED,MATH,MS Math Core,-,240,21,11.4
17,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,267,24,11.1
17,K,MS Core,SPEC ED,SCIENCE,Other Science,-,23,2,11.5
17,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,270,24,11.3
17,K,MS Core,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,11,1,11
17,K,09-12,GEN ED,ENGLISH,English 9,-,1668,64,26.1
17,K,09-12,GEN ED,ENGLISH,English 10,-,1679,63,26.7
17,K,09-12,GEN ED,ENGLISH,English 11,-,2288,90,25.4
17,K,09-12,GEN ED,ENGLISH,English 12,-,1650,65,25.4
17,K,09-12,GEN ED,ENGLISH,MS English Core,-,239,9,26.6
17,K,09-12,GEN ED,ENGLISH,Other English,-,2319,98,23.7
17,K,09-12,GEN ED,MATH,Integrated Algebra,-,2637,113,23.3
17,K,09-12,GEN ED,MATH,Geometry,-,2229,86,25.9
17,K,09-12,GEN ED,MATH,Trigonometry,-,735,27,27.2
17,K,09-12,GEN ED,MATH,Math A,-,35,2,17.5
17,K,09-12,GEN ED,MATH,Other Math,-,568,28,20.3
17,K,09-12,GEN ED,SCIENCE,Earth Science,-,2340,86,27.2
17,K,09-12,GEN ED,SCIENCE,Living Environment,-,3948,156,25.3
17,K,09-12,GEN ED,SCIENCE,Chemistry,-,1809,70,25.8
17,K,09-12,GEN ED,SCIENCE,Physics,-,1123,43,26.1
17,K,09-12,GEN ED,SCIENCE,Other Science,-,1902,80,23.8
17,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,4392,174,25.2
17,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,1658,65,25.5
17,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,432,16,27
17,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,888,33,26.9
17,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,760,31,24.5
17,K,09-12,CTT,ENGLISH,English 9,-,281,13,21.6
17,K,09-12,CTT,ENGLISH,English 10,-,283,11,25.7
17,K,09-12,CTT,ENGLISH,English 11,-,245,9,27.2
17,K,09-12,CTT,ENGLISH,English 12,-,278,10,27.8
17,K,09-12,CTT,ENGLISH,MS English Core,-,69,3,23
17,K,09-12,CTT,ENGLISH,Other English,-,381,15,25.4
17,K,09-12,CTT,MATH,Integrated Algebra,-,637,26,24.5
17,K,09-12,CTT,MATH,Geometry,-,212,8,26.5
17,K,09-12,CTT,MATH,Trigonometry,-,32,1,32
17,K,09-12,CTT,MATH,Other Math,-,32,1,32
17,K,09-12,CTT,SCIENCE,Earth Science,-,344,12,28.7
17,K,09-12,CTT,SCIENCE,Living Environment,-,1255,47,26.7
17,K,09-12,CTT,SCIENCE,Chemistry,-,52,2,26
17,K,09-12,CTT,SCIENCE,Physics,-,15,1,15
17,K,09-12,CTT,SCIENCE,Other Science,-,213,9,23.7
17,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,968,36,26.9
17,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,91,4,22.8
17,K,09-12,CTT,SOCIAL STUDIES,Economics,-,62,2,31
17,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,108,4,27
17,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,88,4,22
17,K,09-12,SPEC ED,ENGLISH,English 10,-,16,1,16
17,K,09-12,SPEC ED,ENGLISH,English 11,-,27,2,13.5
17,K,09-12,SPEC ED,ENGLISH,English 12,-,19,2,9.5
17,K,09-12,SPEC ED,ENGLISH,MS English Core,-,63,5,12.6
17,K,09-12,SPEC ED,ENGLISH,Other English,-,32,3,10.7
17,K,09-12,SPEC ED,MATH,Integrated Algebra,-,23,2,11.5
17,K,09-12,SPEC ED,MATH,Geometry,-,14,1,14
17,K,09-12,SPEC ED,SCIENCE,Earth Science,-,12,1,12
17,K,09-12,SPEC ED,SCIENCE,Living Environment,-,68,5,13.6
17,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,27,2,13.5
17,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,14,1,14
18,K,0K,GEN ED,-,-,-,1089,51,21.4
18,K,0K,CTT,-,-,-,138,8,17.3
18,K,0K,G&T,-,-,-,15,1,15
18,K,01,GEN ED,-,-,-,1321,57,23.2
18,K,01,CTT,-,-,-,107,5,21.4
18,K,01,G&T,-,-,-,31,1,31
18,K,02,GEN ED,-,-,-,1322,55,24
18,K,02,CTT,-,-,-,204,10,20.4
18,K,02,G&T,-,-,-,27,1,27
18,K,03,GEN ED,-,-,-,1389,55,25.3
18,K,03,CTT,-,-,-,127,5,25.4
18,K,03,G&T,-,-,-,60,3,20
18,K,04,GEN ED,-,-,-,1341,52,25.8
18,K,04,CTT,-,-,-,193,8,24.1
18,K,04,G&T,-,-,-,75,3,25
18,K,05,GEN ED,-,-,-,1347,53,25.4
18,K,05,CTT,-,-,-,99,4,24.8
18,K,05,G&T,-,-,-,98,4,24.5
18,K,06,GEN ED,-,-,-,1137,42,27.1
18,K,06,CTT,-,-,-,176,8,22
18,K,06,G&T,-,-,-,50,2,25
18,K,07,GEN ED,-,-,-,1153,43,26.8
18,K,07,CTT,-,-,-,170,7,24.3
18,K,07,G&T,-,-,-,49,2,24.5
18,K,08,GEN ED,-,-,-,1134,42,27
18,K,08,CTT,-,-,-,111,5,22.2
18,K,08,G&T,-,-,-,30,1,30
18,K,0K-09,SPEC ED,-,-,12:1,162,17,9.5
18,K,0K-09,SPEC ED,-,-,12:1:1,631,66,9.6
18,K,MS Core,GEN ED,ENGLISH,MS English Core,-,3692,139,26.6
18,K,MS Core,GEN ED,MATH,MS Math Core,-,3423,128,26.7
18,K,MS Core,GEN ED,MATH,Integrated Algebra,-,255,8,31.9
18,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,3057,114,26.8
18,K,MS Core,GEN ED,SCIENCE,Earth Science,-,308,11,28
18,K,MS Core,GEN ED,SCIENCE,Living Environment,-,347,13,26.7
18,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,3231,121,26.7
18,K,MS Core,CTT,ENGLISH,MS English Core,-,386,17,22.7
18,K,MS Core,CTT,MATH,MS Math Core,-,419,18,23.3
18,K,MS Core,CTT,SCIENCE,MS Science Core,-,359,15,23.9
18,K,MS Core,CTT,SCIENCE,Earth Science,-,25,1,25
18,K,MS Core,CTT,SCIENCE,Living Environment,-,69,3,23
18,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,343,15,22.9
18,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,134,13,10.3
18,K,MS Core,SPEC ED,MATH,MS Math Core,-,146,14,10.4
18,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,142,14,10.1
18,K,MS Core,SPEC ED,SCIENCE,Living Environment,-,11,1,11
18,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,145,14,10.4
18,K,09-12,GEN ED,ENGLISH,English 9,-,573,26,22
18,K,09-12,GEN ED,ENGLISH,English 10,-,580,25,23.2
18,K,09-12,GEN ED,ENGLISH,English 11,-,687,33,20.8
18,K,09-12,GEN ED,ENGLISH,English 12,-,389,17,22.9
18,K,09-12,GEN ED,ENGLISH,MS English Core,-,103,5,20.6
18,K,09-12,GEN ED,ENGLISH,Other English,-,934,43,21.7
18,K,09-12,GEN ED,MATH,Integrated Algebra,-,752,38,19.8
18,K,09-12,GEN ED,MATH,Geometry,-,668,30,22.3
18,K,09-12,GEN ED,MATH,Trigonometry,-,307,17,18.1
18,K,09-12,GEN ED,MATH,Math A,-,154,7,22
18,K,09-12,GEN ED,MATH,Math B,-,32,1,32
18,K,09-12,GEN ED,MATH,Other Math,-,227,11,20.6
18,K,09-12,GEN ED,SCIENCE,Earth Science,-,731,34,21.5
18,K,09-12,GEN ED,SCIENCE,Living Environment,-,848,37,22.9
18,K,09-12,GEN ED,SCIENCE,Chemistry,-,455,16,28.4
18,K,09-12,GEN ED,SCIENCE,Physics,-,435,21,20.7
18,K,09-12,GEN ED,SCIENCE,Other Science,-,825,38,21.7
18,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,1339,64,20.9
18,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,606,28,21.6
18,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,384,17,22.6
18,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,244,12,20.3
18,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,882,36,24.5
18,K,09-12,CTT,ENGLISH,English 9,-,308,17,18.1
18,K,09-12,CTT,ENGLISH,English 10,-,275,12,22.9
18,K,09-12,CTT,ENGLISH,English 11,-,230,9,25.6
18,K,09-12,CTT,ENGLISH,English 12,-,30,1,30
18,K,09-12,CTT,ENGLISH,MS English Core,-,103,5,20.6
18,K,09-12,CTT,ENGLISH,Other English,-,503,21,24
18,K,09-12,CTT,MATH,Integrated Algebra,-,614,27,22.7
18,K,09-12,CTT,MATH,Trigonometry,-,34,2,17
18,K,09-12,CTT,MATH,Math A,-,56,2,28
18,K,09-12,CTT,SCIENCE,Earth Science,-,233,11,21.2
18,K,09-12,CTT,SCIENCE,Living Environment,-,503,20,25.2
18,K,09-12,CTT,SCIENCE,Chemistry,-,97,4,24.3
18,K,09-12,CTT,SCIENCE,Physics,-,127,6,21.2
18,K,09-12,CTT,SCIENCE,Other Science,-,434,19,22.8
18,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,667,30,22.2
18,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,349,15,23.3
18,K,09-12,CTT,SOCIAL STUDIES,Economics,-,73,3,24.3
18,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,32,1,32
18,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,166,6,27.7
18,K,09-12,SPEC ED,ENGLISH,Other English,-,22,2,11
18,K,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,12,1,12
19,K,0K,GEN ED,-,-,-,1689,80,21.1
19,K,0K,CTT,-,-,-,203,10,20.3
19,K,01,GEN ED,-,-,-,1851,86,21.5
19,K,01,CTT,-,-,-,173,8,21.6
19,K,02,GEN ED,-,-,-,1825,83,22
19,K,02,CTT,-,-,-,165,8,20.6
19,K,03,GEN ED,-,-,-,1853,83,22.3
19,K,03,CTT,-,-,-,152,7,21.7
19,K,03,G&T,-,-,-,25,1,25
19,K,04,GEN ED,-,-,-,1818,81,22.4
19,K,04,CTT,-,-,-,172,8,21.5
19,K,04,G&T,-,-,-,24,1,24
19,K,05,GEN ED,-,-,-,1729,75,23.1
19,K,05,CTT,-,-,-,117,5,23.4
19,K,05,G&T,-,-,-,24,1,24
19,K,06,GEN ED,-,-,-,1530,58,26.4
19,K,06,CTT,-,-,-,146,7,20.9
19,K,06,G&T,-,-,-,27,1,27
19,K,07,GEN ED,-,-,-,1488,53,28.1
19,K,07,CTT,-,-,-,180,7,25.7
19,K,08,GEN ED,-,-,-,1670,62,26.9
19,K,08,CTT,-,-,-,115,5,23
19,K,09,GEN ED,-,-,-,79,6,13.2
19,K,0K-09,SPEC ED,-,-,12:1,403,37,10.9
19,K,0K-09,SPEC ED,-,-,12:1:1,771,74,10.4
19,K,MS Core,GEN ED,ENGLISH,MS English Core,-,4366,161,27.1
19,K,MS Core,GEN ED,MATH,MS Math Core,-,4091,151,27.1
19,K,MS Core,GEN ED,MATH,Integrated Algebra,-,94,3,31.3
19,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,3773,140,27
19,K,MS Core,GEN ED,SCIENCE,Earth Science,-,98,3,32.7
19,K,MS Core,GEN ED,SCIENCE,Living Environment,-,24,1,24
19,K,MS Core,GEN ED,SCIENCE,Chemistry,-,10,1,10
19,K,MS Core,GEN ED,SCIENCE,Other Science,-,183,8,22.9
19,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,3664,134,27.3
19,K,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,221,8,27.6
19,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,194,8,24.3
19,K,MS Core,CTT,ENGLISH,MS English Core,-,460,17,27.1
19,K,MS Core,CTT,MATH,MS Math Core,-,259,11,23.5
19,K,MS Core,CTT,MATH,Integrated Algebra,-,28,1,28
19,K,MS Core,CTT,MATH,Math A,-,26,1,26
19,K,MS Core,CTT,MATH,Math B,-,33,1,33
19,K,MS Core,CTT,SCIENCE,MS Science Core,-,263,11,23.9
19,K,MS Core,CTT,SCIENCE,Earth Science,-,28,1,28
19,K,MS Core,CTT,SCIENCE,Living Environment,-,33,1,33
19,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,239,10,23.9
19,K,MS Core,CTT,SOCIAL STUDIES,US History & Government,-,86,3,28.7
19,K,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,26,1,26
19,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,253,22,11.5
19,K,MS Core,SPEC ED,MATH,MS Math Core,-,183,16,11.4
19,K,MS Core,SPEC ED,MATH,Integrated Algebra,-,10,1,10
19,K,MS Core,SPEC ED,MATH,Math A,-,22,2,11
19,K,MS Core,SPEC ED,MATH,Math B,-,12,1,12
19,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,206,18,11.4
19,K,MS Core,SPEC ED,SCIENCE,Earth Science,-,10,1,10
19,K,MS Core,SPEC ED,SCIENCE,Other Science,-,25,2,12.5
19,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,173,15,11.5
19,K,MS Core,SPEC ED,SOCIAL STUDIES,US History & Government,-,46,4,11.5
19,K,09-12,GEN ED,ENGLISH,English 9,-,1127,51,22.1
19,K,09-12,GEN ED,ENGLISH,English 10,-,1096,44,24.9
19,K,09-12,GEN ED,ENGLISH,English 11,-,1249,50,25
19,K,09-12,GEN ED,ENGLISH,English 12,-,822,32,25.7
19,K,09-12,GEN ED,ENGLISH,MS English Core,-,58,3,19.3
19,K,09-12,GEN ED,ENGLISH,Other English,-,847,36,23.5
19,K,09-12,GEN ED,MATH,Integrated Algebra,-,1846,75,24.6
19,K,09-12,GEN ED,MATH,Geometry,-,1184,50,23.7
19,K,09-12,GEN ED,MATH,Trigonometry,-,749,29,25.8
19,K,09-12,GEN ED,MATH,Other Math,-,127,7,18.1
19,K,09-12,GEN ED,SCIENCE,Earth Science,-,1042,38,27.4
19,K,09-12,GEN ED,SCIENCE,Living Environment,-,1922,78,24.6
19,K,09-12,GEN ED,SCIENCE,Chemistry,-,964,38,25.4
19,K,09-12,GEN ED,SCIENCE,Physics,-,172,7,24.6
19,K,09-12,GEN ED,SCIENCE,Other Science,-,1343,59,22.8
19,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,2304,90,25.6
19,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,1642,62,26.5
19,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,19,1,19
19,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,612,23,26.6
19,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,374,21,17.8
19,K,09-12,CTT,ENGLISH,English 9,-,291,12,24.3
19,K,09-12,CTT,ENGLISH,English 10,-,326,13,25.1
19,K,09-12,CTT,ENGLISH,English 11,-,332,11,30.2
19,K,09-12,CTT,ENGLISH,English 12,-,139,5,27.8
19,K,09-12,CTT,ENGLISH,MS English Core,-,22,1,22
19,K,09-12,CTT,ENGLISH,Other English,-,109,5,21.8
19,K,09-12,CTT,MATH,Integrated Algebra,-,738,28,26.4
19,K,09-12,CTT,MATH,Geometry,-,173,8,21.6
19,K,09-12,CTT,MATH,Trigonometry,-,26,1,26
19,K,09-12,CTT,MATH,Math A,-,42,2,21
19,K,09-12,CTT,SCIENCE,Earth Science,-,468,17,27.5
19,K,09-12,CTT,SCIENCE,Living Environment,-,672,25,26.9
19,K,09-12,CTT,SCIENCE,Chemistry,-,111,5,22.2
19,K,09-12,CTT,SCIENCE,Other Science,-,240,9,26.7
19,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,685,28,24.5
19,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,367,13,28.2
19,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,232,8,29
19,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,72,3,24
19,K,09-12,SPEC ED,ENGLISH,English 9,-,37,4,9.3
19,K,09-12,SPEC ED,ENGLISH,English 10,-,39,5,7.8
19,K,09-12,SPEC ED,ENGLISH,English 11,-,29,3,9.7
19,K,09-12,SPEC ED,ENGLISH,English 12,-,18,2,9
19,K,09-12,SPEC ED,ENGLISH,Other English,-,50,4,12.5
19,K,09-12,SPEC ED,MATH,Integrated Algebra,-,64,8,8
19,K,09-12,SPEC ED,MATH,Geometry,-,25,2,12.5
19,K,09-12,SPEC ED,MATH,Trigonometry,-,10,1,10
19,K,09-12,SPEC ED,SCIENCE,Earth Science,-,17,3,5.7
19,K,09-12,SPEC ED,SCIENCE,Living Environment,-,106,11,9.6
19,K,09-12,SPEC ED,SCIENCE,Other Science,-,32,3,10.7
19,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,96,10,9.6
19,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,34,4,8.5
20,K,0K,GEN ED,-,-,-,2933,125,23.5
20,K,0K,CTT,-,-,-,470,22,21.4
20,K,0K,G&T,-,-,-,149,7,21.3
20,K,01,GEN ED,-,-,-,3121,126,24.8
20,K,01,CTT,-,-,-,373,15,24.9
20,K,01,G&T,-,-,-,143,6,23.8
20,K,02,GEN ED,-,-,-,2953,119,24.8
20,K,02,CTT,-,-,-,340,14,24.3
20,K,02,G&T,-,-,-,101,4,25.3
20,K,03,GEN ED,-,-,-,2667,104,25.6
20,K,03,CTT,-,-,-,342,14,24.4
20,K,03,G&T,-,-,-,163,7,23.3
20,K,04,GEN ED,-,-,-,2493,91,27.4
20,K,04,CTT,-,-,-,314,12,26.2
20,K,04,G&T,-,-,-,146,6,24.3
20,K,05,GEN ED,-,-,-,2582,90,28.7
20,K,05,CTT,-,-,-,303,11,27.5
20,K,05,G&T,-,-,-,191,7,27.3
20,K,06,GEN ED,-,-,-,2274,81,28.1
20,K,06,CTT,-,-,-,527,20,26.4
20,K,06,G&T,-,-,-,424,15,28.3
20,K,07,GEN ED,-,-,-,2488,91,27.3
20,K,07,CTT,-,-,-,369,14,26.4
20,K,07,G&T,-,-,-,372,13,28.6
20,K,08,GEN ED,-,-,-,2489,87,28.6
20,K,08,CTT,-,-,-,410,16,25.6
20,K,08,G&T,-,-,-,362,12,30.2
20,K,09,GEN ED,-,-,-,86,4,21.5
20,K,0K-09,SPEC ED,-,-,12:1,293,28,10.5
20,K,0K-09,SPEC ED,-,-,12:1:1,902,90,10
20,K,MS Core,GEN ED,ENGLISH,MS English Core,-,8480,315,26.9
20,K,MS Core,GEN ED,MATH,MS Math Core,-,7555,273,27.7
20,K,MS Core,GEN ED,MATH,Integrated Algebra,-,594,21,28.3
20,K,MS Core,GEN ED,MATH,Geometry,-,21,1,21
20,K,MS Core,GEN ED,MATH,Trigonometry,-,65,3,21.7
20,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,7547,271,27.8
20,K,MS Core,GEN ED,SCIENCE,Earth Science,-,302,10,30.2
20,K,MS Core,GEN ED,SCIENCE,Living Environment,-,293,11,26.6
20,K,MS Core,GEN ED,SCIENCE,Physics,-,28,1,28
20,K,MS Core,GEN ED,SCIENCE,Other Science,-,471,16,29.4
20,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,7867,282,27.9
20,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,209,8,26.1
20,K,MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,30,1,30
20,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,836,29,28.8
20,K,MS Core,CTT,ENGLISH,MS English Core,-,1255,49,25.6
20,K,MS Core,CTT,MATH,MS Math Core,-,1140,43,26.5
20,K,MS Core,CTT,SCIENCE,MS Science Core,-,1191,45,26.5
20,K,MS Core,CTT,SCIENCE,Other Science,-,23,1,23
20,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,1163,44,26.4
20,K,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,103,4,25.8
20,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,326,29,11.2
20,K,MS Core,SPEC ED,MATH,MS Math Core,-,328,30,10.9
20,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,292,26,11.2
20,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,306,29,10.6
20,K,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,53,5,10.6
20,K,09-12,GEN ED,ENGLISH,English 9,-,1826,68,26.9
20,K,09-12,GEN ED,ENGLISH,English 10,-,1946,71,27.4
20,K,09-12,GEN ED,ENGLISH,English 11,-,1855,66,28.1
